Tamanho_Entrada;Execucao;Tempo(s)
1000;1;0.001942
1000;2;0.001936
1000;3;0.001943
1000;4;0.001934
1000;5;0.001939
1000;6;0.001941
1000;7;0.001938
1000;8;0.001934
1000;9;0.001935
1000;10;0.001940
