Tamanho_Entrada,Execucao,Tempo(s)
10,1,1.6450881958007812e-05
10,2,1.3828277587890625e-05
10,3,1.1444091796875e-05
10,4,1.4543533325195312e-05
10,5,1.5020370483398438e-05
