Tamanho_Entrada Execucao Tempo(s)
1000000 1 1000000;0.183187;
1000000 2 1000000;0.187540;
1000000 3 1000000;0.182883;
1000000 4 1000000;0.183269;
1000000 5 1000000;0.183138;
1000000 6 1000000;0.183661;
1000000 7 1000000;0.188587;
1000000 8 1000000;0.183628;
1000000 9 1000000;0.184989;
1000000 10 1000000;0.183744;
