Tamanho_Entrada,Execucao,Tempo(s)
10000,1,3.1615402698516846
10000,2,3.014749526977539
10000,3,3.0281670093536377
10000,4,3.148904323577881
10000,5,3.027446985244751
10000,6,2.997631072998047
10000,7,3.1288154125213623
10000,8,3.0388009548187256
10000,9,2.9980809688568115
10000,10,3.0051658153533936
