Tamanho_Entrada;Execucao;Tempo(s)
10;1;0.000003
10;2;0.000003
10;3;0.000004
10;4;0.000004
10;5;0.000004
10;6;0.000003
10;7;0.000004
10;8;0.000004
10;9;0.000003
10;10;0.000004
