Tamanho_Entrada Execucao Tempo(s)
10000 1 10000;0.001267;
10000 2 10000;0.001271;
10000 3 10000;0.001264;
10000 4 10000;0.001259;
10000 5 10000;0.001350;
10000 6 10000;0.001271;
10000 7 10000;0.001258;
10000 8 10000;0.001296;
10000 9 10000;0.001265;
10000 10 10000;0.001502;
