Tamanho_Entrada;Execucao;Tempo(s)
10000;1;2.414743423461914
10000;2;2.431760787963867
10000;3;2.4340035915374756
10000;4;2.4006760120391846
10000;5;2.4081568717956543
10000;6;2.4637489318847656
10000;7;2.58268141746521
10000;8;2.4058895111083984
10000;9;2.4075534343719482
10000;10;2.418836832046509
