Tamanho_Entrada,Execucao,Tempo(s)
100000,1,498.31562519073486
100000,2,496.8888490200043
100000,3,498.44308042526245
100000,4,505.54746294021606
100000,5,497.1985938549042
100000,6,490.56498169898987
100000,7,488.07106852531433
100000,8,488.2871046066284
100000,9,483.9221422672272
100000,10,486.53152894973755
