Tamanho_Entrada,Execucao,Tempo(s)
100000,1,.015390
100000,2,.015411
100000,3,.015464
100000,4,.015438
100000,5,.015380
100000,6,.015427
100000,7,.015399
100000,8,.015455
100000,9,.015411
100000,10,.015411
