Tamanho_Entrada,Execucao,Tempo(s)
10,1,.000001
10,2,.000001
10,3,.000001
10,4,.000002
10,5,.000001
10,6,.000002
10,7,.000001
10,8,.000001
10,9,.000001
10,10,.000001
