Tamanho_Entrada;Execucao;Tempo(s)
10000;1;0.001268
10000;2;0.001299
10000;3;0.001265
10000;4;0.001265
10000;5;0.001271
10000;6;0.001263
10000;7;0.001263
10000;8;0.001274
10000;9;0.001265
10000;10;0.001264
