Tamanho_Entrada;Execucao;Tempo(s)
10000;1;4.76305627822876
10000;2;4.778743505477905
10000;3;4.772446155548096
10000;4;4.802834510803223
10000;5;4.7600836753845215
10000;6;4.784945249557495
10000;7;4.776735067367554
10000;8;4.760759592056274
10000;9;4.729754447937012
10000;10;4.788363695144653
