Tamanho_Entrada;Execucao;Tempo(s)
100000;1;23.473578
100000;2;23.401253
100000;3;23.376002
100000;4;23.420700
100000;5;23.319180
100000;6;23.456699
100000;7;23.347828
100000;8;23.421531
100000;9;23.418668
100000;10;23.363828
