Tamanho_Entrada;Execucao;Tempo(s)
1000;1;0.000102
1000;2;0.000101
1000;3;0.000104
1000;4;0.000109
1000;5;0.000101
1000;6;0.000101
1000;7;0.000101
1000;8;0.000102
1000;9;0.000101
1000;10;0.000101
