Tamanho_Entrada,Execucao,Tempo(s)
100000,1,22.655335
100000,2,22.733319
100000,3,22.591101
100000,4,22.638633
100000,5,22.778890
100000,6,22.598398
100000,7,22.662786
100000,8,22.645029
100000,9,22.660187
100000,10,22.717402
